x,T,CH4,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,H2,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,C3H7,C3H8,CH2CHO,CH3CHO,N2,AR
0.002491639,883.7608116,0.120580123,3.20E-15,7.73E-29,2.29E-33,3.82E-17,0.023928575,1.10E-36,4.41E-33,0,1.69E-31,2.59E-23,1.41E-24,2.28E-10,0.029615764,0.182942486,0.065280453,9.11E-18,3.35E-08,4.84E-22,1.21E-22,2.51E-09,7.72E-29,2.72E-10,3.16E-20,8.17E-07,6.73E-19,6.45E-06,7.32E-24,6.52E-10,1.25E-29,5.49E-35,1.93E-25,5.68E-20,1.16E-04,1.22E-20,1.13E-33,0,0,4.19E-29,2.15E-24,2.47E-06,5.79E-21,3.75E-33,0,3.98E-26,1.33E-07,3.80E-24,1.33E-19,1.13E-09,1.35E-22,1.49E-09,0.577526817,3.10E-12
0.002525084,881.8966274,0.124798805,3.11E-15,7.42E-29,7.22E-32,3.76E-17,0.023882562,0,9.47E-36,0,1.53E-31,2.54E-23,1.33E-24,2.22E-10,0.029401088,0.181167649,0.065669822,8.86E-18,3.29E-08,4.74E-22,1.19E-22,2.52E-09,7.19E-29,2.65E-10,3.17E-20,8.35E-07,6.97E-19,6.82E-06,7.03E-24,6.45E-10,1.18E-29,5.11E-35,1.99E-25,5.48E-20,1.16E-04,1.17E-20,1.09E-33,0,0,4.38E-29,2.01E-24,2.42E-06,5.61E-21,3.55E-33,0,3.78E-26,1.31E-07,3.60E-24,1.33E-19,1.22E-09,1.33E-22,1.52E-09,0.574953687,2.94E-12
0.002558528,880.0607522,0.129019034,2.78E-15,5.63E-29,1.32E-34,3.22E-17,0.023838753,2.19E-36,7.50E-34,0,1.10E-31,1.76E-23,1.17E-24,2.15E-10,0.029185781,0.179390818,0.066058064,7.72E-18,3.24E-08,4.20E-22,1.06E-22,2.54E-09,5.92E-29,2.59E-10,2.89E-20,8.52E-07,6.49E-19,7.19E-06,6.03E-24,6.38E-10,9.48E-30,3.20E-35,1.11E-25,4.72E-20,1.16E-04,1.03E-20,6.04E-34,0,0,2.17E-29,1.68E-24,2.37E-06,4.86E-21,2.08E-33,0,3.05E-26,1.29E-07,3.04E-24,1.29E-19,1.32E-09,1.17E-22,1.54E-09,0.572380585,2.78E-12
0.002591973,878.2512034,0.133240593,2.63E-15,4.93E-29,0,3.02E-17,0.023796937,1.84E-36,6.83E-34,0,8.66E-32,1.47E-23,1.07E-24,2.09E-10,0.028969922,0.177612421,0.066445103,7.25E-18,3.19E-08,3.98E-22,1.01E-22,2.55E-09,5.27E-29,2.52E-10,2.80E-20,8.68E-07,6.46E-19,7.57E-06,5.59E-24,6.30E-10,8.47E-30,2.46E-35,9.65E-26,4.40E-20,1.17E-04,9.59E-21,4.65E-34,0,0,1.82E-29,1.51E-24,2.33E-06,4.54E-21,1.56E-33,0,2.74E-26,1.27E-07,2.78E-24,1.27E-19,1.42E-09,1.11E-22,1.57E-09,0.569807509,2.64E-12
0.002625418,876.4661511,0.13746328,2.59E-15,5.01E-29,0,3.03E-17,0.02375692,1.71E-36,6.22E-34,0,8.51E-32,1.64E-23,1.03E-24,2.04E-10,0.028753582,0.175832857,0.066830862,7.20E-18,3.14E-08,3.96E-22,1.01E-22,2.56E-09,5.00E-29,2.45E-10,2.84E-20,8.83E-07,6.78E-19,7.96E-06,5.46E-24,6.23E-10,8.22E-30,2.69E-35,1.08E-25,4.34E-20,1.17E-04,9.38E-21,5.46E-34,0,0,2.14E-29,1.43E-24,2.28E-06,4.48E-21,1.85E-33,0,2.67E-26,1.26E-07,2.69E-24,1.27E-19,1.52E-09,1.11E-22,1.59E-09,0.567234458,2.51E-12
0.002658863,874.7039359,0.141686928,2.54E-15,4.91E-29,3.37E-36,3.00E-17,0.023718533,1.57E-36,5.67E-34,0,7.95E-32,1.68E-23,9.74E-25,1.98E-10,0.028536823,0.174052455,0.067215287,7.08E-18,3.09E-08,3.91E-22,9.97E-23,2.57E-09,4.69E-29,2.39E-10,2.85E-20,8.98E-07,7.02E-19,8.35E-06,5.29E-24,6.15E-10,7.85E-30,2.66E-35,1.17E-25,4.24E-20,1.17E-04,9.11E-21,5.67E-34,0,0,2.38E-29,1.35E-24,2.23E-06,4.38E-21,1.88E-33,0,2.57E-26,1.24E-07,2.58E-24,1.26E-19,1.63E-09,1.09E-22,1.62E-09,0.56466143,2.38E-12
0.002692308,872.9630316,0.145911361,2.52E-15,4.87E-29,1.86E-33,3.01E-17,0.023681615,1.47E-36,5.17E-34,0,7.49E-32,1.73E-23,9.28E-25,1.92E-10,0.028319705,0.172271577,0.067598292,7.07E-18,3.04E-08,3.90E-22,9.95E-23,2.57E-09,4.47E-29,2.32E-10,2.89E-20,9.11E-07,7.32E-19,8.75E-06,5.20E-24,6.07E-10,7.63E-30,2.61E-35,1.29E-25,4.21E-20,1.17E-04,8.97E-21,5.86E-34,0,0,2.70E-29,1.29E-24,2.19E-06,4.35E-21,1.89E-33,0,2.51E-26,1.22E-07,2.51E-24,1.26E-19,1.74E-09,1.10E-22,1.64E-09,0.562088426,2.26E-12
0.002725753,871.2420381,0.150136426,2.18E-15,3.50E-29,3.48E-34,2.49E-17,0.023646022,1.07E-36,4.68E-34,0,4.97E-32,1.07E-23,8.00E-25,1.87E-10,0.028102284,0.170490532,0.067979809,5.91E-18,2.99E-08,3.34E-22,8.62E-23,2.58E-09,3.53E-29,2.26E-10,2.55E-20,9.24E-07,6.59E-19,9.15E-06,4.28E-24,5.98E-10,5.84E-30,1.46E-35,6.61E-26,3.48E-20,1.17E-04,7.59E-21,2.83E-34,0,0,1.20E-29,1.03E-24,2.14E-06,3.62E-21,9.62E-34,0,1.93E-26,1.20E-07,2.03E-24,1.20E-19,1.85E-09,9.24E-23,1.66E-09,0.559515444,2.15E-12
0.002759197,869.5396449,0.154361986,2.17E-15,3.75E-29,1.34E-33,2.55E-17,0.023611626,1.04E-36,4.27E-34,0,5.48E-32,1.31E-23,7.76E-25,1.81E-10,0.027884608,0.1687096,0.068359777,5.94E-18,2.94E-08,3.36E-22,8.67E-23,2.58E-09,3.40E-29,2.19E-10,2.59E-20,9.36E-07,6.93E-19,9.56E-06,4.23E-24,5.89E-10,5.80E-30,1.85E-35,7.38E-26,3.47E-20,1.17E-04,7.50E-21,3.76E-34,0,0,1.41E-29,9.99E-25,2.10E-06,3.61E-21,1.35E-33,0,1.93E-26,1.19E-07,1.99E-24,1.20E-19,1.97E-09,9.33E-23,1.68E-09,0.556942482,2.05E-12
0.002792642,867.8546552,0.158587918,2.09E-15,3.41E-29,1.49E-33,2.44E-17,0.02357831,0,3.88E-34,0,4.55E-32,1.19E-23,7.19E-25,1.76E-10,0.027666721,0.16692903,0.068738141,5.69E-18,2.89E-08,3.24E-22,8.39E-23,2.59E-09,3.09E-29,2.13E-10,2.54E-20,9.48E-07,6.98E-19,9.98E-06,3.99E-24,5.81E-10,5.31E-30,1.55E-35,7.16E-26,3.30E-20,1.17E-04,7.13E-21,3.28E-34,0,0,1.37E-29,9.17E-25,2.05E-06,3.44E-21,1.13E-33,0,1.78E-26,1.17E-07,1.86E-24,1.18E-19,2.10E-09,8.98E-23,1.70E-09,0.55436954,1.95E-12
0.002826087,866.1859476,0.162814095,1.89E-15,2.68E-29,2.66E-36,2.15E-17,0.023545962,0,3.51E-34,0,3.12E-32,8.28E-24,6.36E-25,1.70E-10,0.027448668,0.165149095,0.069114822,5.05E-18,2.84E-08,2.92E-22,7.61E-23,2.59E-09,2.59E-29,2.06E-10,2.34E-20,9.58E-07,6.58E-19,1.04E-05,3.48E-24,5.72E-10,4.39E-30,9.46E-36,5.13E-26,2.90E-20,1.17E-04,6.35E-21,1.91E-34,0,0,9.14E-30,7.77E-25,2.01E-06,3.03E-21,6.36E-34,0,1.48E-26,1.15E-07,1.61E-24,1.14E-19,2.22E-09,8.00E-23,1.72E-09,0.551796617,1.86E-12
0.002859532,864.5324899,0.167040404,1.80E-15,2.44E-29,0,2.04E-17,0.023514483,0,3.19E-34,0,2.67E-32,7.49E-24,5.88E-25,1.65E-10,0.027230487,0.163370032,0.069489758,4.80E-18,2.79E-08,2.79E-22,7.29E-23,2.59E-09,2.33E-29,2.00E-10,2.27E-20,9.68E-07,6.53E-19,1.08E-05,3.24E-24,5.62E-10,3.98E-30,8.11E-36,4.65E-26,2.74E-20,1.17E-04,5.99E-21,1.64E-34,0,0,8.18E-30,7.07E-25,1.96E-06,2.85E-21,5.46E-34,0,1.35E-26,1.14E-07,1.48E-24,1.11E-19,2.35E-09,7.62E-23,1.73E-09,0.549223713,1.77E-12
0.002892977,862.8933072,0.171266743,1.79E-15,2.51E-29,0,2.09E-17,0.023483782,0,1.03E-36,0,2.68E-32,8.38E-24,5.64E-25,1.60E-10,0.027012215,0.161592057,0.069862889,4.81E-18,2.74E-08,2.79E-22,7.33E-23,2.59E-09,2.24E-29,1.94E-10,2.30E-20,9.77E-07,6.83E-19,1.13E-05,3.20E-24,5.53E-10,3.93E-30,8.84E-36,5.66E-26,2.73E-20,1.17E-04,5.92E-21,1.99E-34,0,0,1.06E-29,6.82E-25,1.92E-06,2.84E-21,6.36E-34,0,1.35E-26,1.12E-07,1.45E-24,1.11E-19,2.49E-09,7.68E-23,1.75E-09,0.546650826,1.69E-12
0.002926421,861.2674996,0.175493012,1.62E-15,2.02E-29,2.99E-36,1.84E-17,0.023453774,0,2.63E-34,0,2.04E-32,6.22E-24,5.04E-25,1.55E-10,0.026793885,0.159815391,0.070234145,4.27E-18,2.69E-08,2.51E-22,6.64E-23,2.59E-09,1.88E-29,1.88E-10,2.11E-20,9.86E-07,6.43E-19,1.17E-05,2.79E-24,5.44E-10,3.24E-30,6.08E-36,3.73E-26,2.40E-20,1.17E-04,5.28E-21,1.25E-34,0,0,6.42E-30,5.80E-25,1.88E-06,2.51E-21,4.17E-34,0,1.12E-26,1.10E-07,1.25E-24,1.06E-19,2.62E-09,6.83E-23,1.76E-09,0.544077956,1.61E-12
0.002959866,859.6542124,0.179719118,1.63E-15,2.23E-29,1.69E-33,1.92E-17,0.023424381,0,2.39E-34,0,2.42E-32,8.17E-24,4.94E-25,1.50E-10,0.026575531,0.158040234,0.070603464,4.34E-18,2.64E-08,2.55E-22,6.73E-23,2.59E-09,1.84E-29,1.82E-10,2.16E-20,9.93E-07,6.77E-19,1.21E-05,2.78E-24,5.34E-10,3.28E-30,8.54E-36,4.27E-26,2.42E-20,1.17E-04,5.27E-21,1.83E-34,0,0,7.71E-30,5.66E-25,1.83E-06,2.52E-21,6.55E-34,0,1.15E-26,1.09E-07,1.24E-24,1.05E-19,2.76E-09,6.95E-23,1.77E-09,0.541505103,1.53E-12
0.002993311,858.0526481,0.183944982,1.44E-15,1.60E-29,4.01E-36,1.61E-17,0.023395536,0,2.16E-34,0,1.38E-32,4.66E-24,4.23E-25,1.46E-10,0.026357178,0.15626676,0.070970792,3.73E-18,2.59E-08,2.23E-22,5.93E-23,2.59E-09,1.47E-29,1.76E-10,1.92E-20,1.00E-06,6.17E-19,1.26E-05,2.34E-24,5.25E-10,2.56E-30,3.95E-36,2.70E-26,2.06E-20,1.17E-04,4.57E-21,7.91E-35,0,0,4.37E-30,4.64E-25,1.79E-06,2.15E-21,2.61E-34,0,9.02E-27,1.07E-07,1.04E-24,9.95E-20,2.91E-09,5.98E-23,1.79E-09,0.538932265,1.46E-12
0.003026756,856.462052,0.188170521,1.43E-15,1.63E-29,5.91E-34,1.63E-17,0.023367171,0,1.96E-34,0,1.40E-32,5.33E-24,4.04E-25,1.41E-10,0.026138856,0.154495154,0.071336065,3.73E-18,2.55E-08,2.22E-22,5.92E-23,2.58E-09,1.41E-29,1.70E-10,1.94E-20,1.01E-06,6.39E-19,1.30E-05,2.30E-24,5.15E-10,2.50E-30,4.53E-36,3.19E-26,2.05E-20,1.17E-04,4.50E-21,1.00E-34,0,0,5.47E-30,4.45E-25,1.75E-06,2.13E-21,3.27E-34,0,8.91E-27,1.05E-07,1.01E-24,9.87E-20,3.06E-09,5.99E-23,1.80E-09,0.536359442,1.40E-12
0.003060201,854.8817286,0.192395653,1.43E-15,1.67E-29,2.18E-34,1.67E-17,0.023339226,0,1.78E-34,0,1.39E-32,5.92E-24,3.88E-25,1.37E-10,0.025920592,0.152725608,0.071699209,3.75E-18,2.50E-08,2.24E-22,5.98E-23,2.58E-09,1.35E-29,1.64E-10,1.97E-20,1.01E-06,6.68E-19,1.35E-05,2.27E-24,5.05E-10,2.48E-30,4.86E-36,3.82E-26,2.05E-20,1.17E-04,4.46E-21,1.17E-34,0,0,6.87E-30,4.30E-25,1.71E-06,2.13E-21,3.70E-34,0,8.91E-27,1.04E-07,9.97E-25,9.72E-20,3.21E-09,6.04E-23,1.81E-09,0.533786634,1.33E-12
0.003093645,853.3109995,0.196620313,1.27E-15,1.28E-29,0,1.42E-17,0.023311646,0,1.61E-34,0,9.59E-33,3.94E-24,3.38E-25,1.32E-10,0.025702409,0.150958266,0.072060173,3.23E-18,2.45E-08,1.96E-22,5.27E-23,2.58E-09,1.10E-29,1.58E-10,1.76E-20,1.02E-06,6.10E-19,1.39E-05,1.92E-24,4.96E-10,1.96E-30,2.94E-36,2.38E-26,1.75E-20,1.17E-04,3.88E-21,6.36E-35,0,0,3.89E-30,3.54E-25,1.67E-06,1.82E-21,2.06E-34,0,7.10E-27,1.02E-07,8.35E-25,9.22E-20,3.36E-09,5.21E-23,1.82E-09,0.531213841,1.27E-12
0.00312709,851.7492381,0.20084442,1.23E-15,1.23E-29,0,1.40E-17,0.023284375,0,1.46E-34,0,9.04E-33,4.00E-24,3.18E-25,1.28E-10,0.025484332,0.149193327,0.072418873,3.15E-18,2.41E-08,1.92E-22,5.16E-23,2.57E-09,1.02E-29,1.53E-10,1.74E-20,1.02E-06,6.19E-19,1.44E-05,1.83E-24,4.86E-10,1.85E-30,2.88E-36,2.57E-26,1.69E-20,1.16E-04,3.74E-21,6.64E-35,0,0,4.36E-30,3.32E-25,1.63E-06,1.76E-21,2.11E-34,0,6.76E-27,1.00E-07,7.93E-25,9.00E-20,3.52E-09,5.08E-23,1.82E-09,0.52864106,1.22E-12
0.003160535,850.1958426,0.205067917,1.11E-15,1.01E-29,0,1.25E-17,0.023257371,5.02E-35,3.11E-34,0,7.06E-33,3.05E-24,2.85E-25,1.24E-10,0.02526638,0.147430916,0.072775261,2.79E-18,2.36E-08,1.72E-22,4.67E-23,2.56E-09,8.53E-30,1.48E-10,1.59E-20,1.02E-06,5.78E-19,1.48E-05,1.59E-24,4.76E-10,1.53E-30,2.04E-36,1.65E-26,1.49E-20,1.16E-04,3.33E-21,4.26E-35,0,0,2.53E-30,2.81E-25,1.59E-06,1.55E-21,1.43E-34,0,5.66E-27,9.86E-08,6.83E-25,8.57E-20,3.68E-09,4.50E-23,1.83E-09,0.526068293,1.16E-12
0.00319398,848.6502366,0.209290743,1.09E-15,1.01E-29,4.55E-34,1.24E-17,0.023230589,0,1.19E-34,0,6.88E-33,3.34E-24,2.69E-25,1.20E-10,0.025048575,0.145671186,0.073129272,2.75E-18,2.32E-08,1.70E-22,4.60E-23,2.56E-09,7.99E-30,1.42E-10,1.57E-20,1.03E-06,5.91E-19,1.53E-05,1.53E-24,4.66E-10,1.47E-30,2.22E-36,1.80E-26,1.45E-20,1.16E-04,3.24E-21,4.98E-35,0,0,2.88E-30,2.66E-25,1.55E-06,1.51E-21,1.67E-34,0,5.49E-27,9.70E-08,6.56E-25,8.39E-20,3.84E-09,4.43E-23,1.84E-09,0.523495539,1.11E-12
0.003227425,847.1118886,0.213512832,1.00E-15,8.28E-30,0,1.12E-17,0.023203986,0,1.07E-34,0,4.93E-33,2.45E-24,2.40E-25,1.16E-10,0.024830937,0.143914298,0.073480831,2.48E-18,2.27E-08,1.55E-22,4.22E-23,2.55E-09,6.77E-30,1.37E-10,1.46E-20,1.03E-06,5.58E-19,1.58E-05,1.35E-24,4.57E-10,1.24E-30,1.46E-36,1.38E-26,1.30E-20,1.16E-04,2.92E-21,3.10E-35,0,0,2.07E-30,2.28E-25,1.51E-06,1.35E-21,1.01E-34,0,4.66E-27,9.54E-08,5.75E-25,8.01E-20,4.01E-09,3.99E-23,1.84E-09,0.520922797,1.06E-12
0.00326087,845.5802721,0.217734134,9.55E-16,7.62E-30,0,1.07E-17,0.023177529,0,9.67E-35,0,4.32E-33,2.29E-24,2.22E-25,1.12E-10,0.024613483,0.142160376,0.073829882,2.35E-18,2.23E-08,1.48E-22,4.05E-23,2.54E-09,6.08E-30,1.32E-10,1.41E-20,1.03E-06,5.52E-19,1.62E-05,1.26E-24,4.47E-10,1.12E-30,1.30E-36,1.32E-26,1.22E-20,1.16E-04,2.76E-21,2.84E-35,0,0,1.98E-30,2.07E-25,1.47E-06,1.27E-21,9.21E-35,0,4.28E-27,9.38E-08,5.32E-25,7.75E-20,4.18E-09,3.78E-23,1.85E-09,0.518350067,1.01E-12
0.003294314,844.054888,0.221954587,8.97E-16,6.79E-30,0,9.98E-18,0.023151179,0,8.72E-35,0,3.63E-33,2.00E-24,2.03E-25,1.08E-10,0.024396232,0.140409577,0.074176348,2.18E-18,2.18E-08,1.38E-22,3.80E-23,2.53E-09,5.36E-30,1.27E-10,1.33E-20,1.03E-06,5.35E-19,1.67E-05,1.15E-24,4.37E-10,9.92E-31,1.07E-36,1.12E-26,1.13E-20,1.15E-04,2.56E-21,2.30E-35,0,0,1.65E-30,1.85E-25,1.44E-06,1.17E-21,7.49E-35,0,3.82E-27,9.22E-08,4.82E-25,7.46E-20,4.35E-09,3.51E-23,1.85E-09,0.515777349,9.69E-13
0.003327759,842.5352725,0.226174141,8.56E-16,6.25E-30,0,9.53E-18,0.023124907,0,7.87E-35,0,3.25E-33,1.88E-24,1.87E-25,1.04E-10,0.0241792,0.138662027,0.074520167,2.07E-18,2.14E-08,1.32E-22,3.63E-23,2.52E-09,4.83E-30,1.23E-10,1.28E-20,1.03E-06,5.30E-19,1.72E-05,1.07E-24,4.28E-10,9.00E-31,0,1.07E-26,1.06E-20,1.15E-04,2.42E-21,2.14E-35,0,0,1.57E-30,1.68E-25,1.40E-06,1.10E-21,6.93E-35,0,3.51E-27,9.06E-08,4.46E-25,7.21E-20,4.53E-09,3.33E-23,1.85E-09,0.513204641,9.26E-13
0.003361204,841.0209712,0.230392747,7.94E-16,5.49E-30,0,8.83E-18,0.023098685,0,7.08E-35,0,2.72E-33,1.60E-24,1.70E-25,1.00E-10,0.023962403,0.136917856,0.074861272,1.90E-18,2.09E-08,1.22E-22,3.38E-23,2.51E-09,4.19E-30,1.18E-10,1.20E-20,1.03E-06,5.06E-19,1.77E-05,9.54E-25,4.18E-10,7.84E-31,0,8.25E-27,9.68E-21,1.15E-04,2.21E-21,1.64E-35,0,0,1.15E-30,1.48E-25,1.36E-06,9.97E-22,5.47E-35,0,3.09E-27,8.90E-08,3.98E-25,6.87E-20,4.71E-09,3.05E-23,1.85E-09,0.510631945,1.05E-12
0.003394649,839.5115455,0.234610347,1.35E-18,2.71E-31,0,1.50E-20,0.02307248,0,0,0,4.63E-36,1.17E-24,2.05E-26,1.71E-13,0.023745859,0.13517722,0.075199576,3.31E-21,2.05E-08,2.10E-25,5.75E-26,2.50E-09,7.13E-33,1.13E-10,2.04E-23,1.03E-06,9.28E-22,1.82E-05,1.62E-27,4.08E-10,1.33E-33,0,7.92E-27,1.65E-23,1.15E-04,3.76E-24,1.53E-35,0,0,1.12E-30,2.51E-28,1.33E-06,1.70E-24,0,0,5.26E-30,8.75E-08,6.76E-28,1.17E-22,4.89E-09,5.21E-26,1.85E-09,0.508059259,9.76E-11
0.003428094,838.0065728,0.238826905,2.69E-21,2.17E-31,0,2.56E-23,0.023046274,0,0,0,0,1.03E-24,1.80E-26,2.89E-16,0.023529578,0.133440215,0.07553503,7.75E-23,2.01E-08,2.41E-27,1.03E-28,2.49E-09,1.35E-35,1.09E-10,3.53E-26,1.03E-06,6.38E-23,1.86E-05,3.33E-30,3.99E-10,2.36E-36,0,7.24E-27,3.24E-26,1.14E-04,7.53E-27,1.29E-35,0,0,1.01E-30,4.94E-31,1.29E-06,3.36E-27,0,0,9.22E-33,8.59E-08,1.32E-30,1.99E-25,5.08E-09,4.01E-28,1.85E-09,0.505486583,9.43E-11
0.003461538,836.5056524,0.243042369,3.62E-22,1.86E-31,0,1.31E-25,0.023020042,0,0,0,0,9.17E-25,1.61E-26,5.32E-19,0.023313578,0.131706984,0.075867552,6.47E-23,1.97E-08,1.83E-27,4.98E-30,2.47E-09,1.16E-36,1.05E-10,7.23E-28,1.03E-06,5.79E-23,1.91E-05,5.07E-31,3.89E-10,0,0,6.60E-27,4.00E-27,1.14E-04,1.04E-27,1.10E-35,0,0,9.08E-31,5.85E-32,1.26E-06,4.32E-28,0,0,2.75E-34,8.44E-08,1.53E-31,1.33E-27,5.26E-09,2.80E-28,1.85E-09,0.502913918,9.09E-11
0.003494983,835.0083933,0.247256694,3.26E-22,1.63E-31,0,7.90E-26,0.022993763,0,0,0,0,8.23E-25,1.46E-26,4.12E-20,0.023097871,0.129977649,0.076197069,5.88E-23,1.93E-08,1.63E-27,4.31E-30,2.46E-09,0,1.00E-10,5.88E-28,1.03E-06,5.42E-23,1.96E-05,4.43E-31,3.80E-10,0,0,5.97E-27,3.55E-27,1.14E-04,9.27E-28,9.51E-36,0,0,8.11E-31,4.99E-32,1.22E-06,3.83E-28,0,0,2.25E-34,8.28E-08,1.33E-31,9.27E-28,5.45E-09,2.51E-28,1.85E-09,0.500341261,8.78E-11
0.003528428,833.5144139,0.251469839,3.02E-22,1.46E-31,0,7.22E-26,0.022967419,0,0,0,0,7.46E-25,1.33E-26,3.80E-20,0.022882469,0.128252331,0.07652351,5.41E-23,1.88E-08,1.48E-27,3.91E-30,2.45E-09,0,1.69E-13,1.56E-28,1.02E-06,5.14E-23,2.01E-05,3.96E-31,3.71E-10,0,0,5.39E-27,3.24E-27,1.13E-04,8.48E-28,8.29E-36,0,0,7.23E-31,4.38E-32,1.19E-06,3.49E-28,0,0,1.99E-34,8.13E-08,1.19E-31,8.77E-28,5.64E-09,2.27E-28,1.85E-09,0.497768614,1.81E-10
0.003561873,832.0233612,0.255681756,2.81E-22,1.31E-31,0,6.60E-26,0.022940992,0,0,0,0,6.75E-25,1.21E-26,3.57E-20,0.022667387,0.126531166,0.07684679,4.97E-23,1.84E-08,1.33E-27,3.54E-30,2.43E-09,0,2.83E-16,1.40E-28,1.02E-06,4.88E-23,2.06E-05,3.54E-31,3.61E-10,0,0,4.77E-27,2.95E-27,1.13E-04,7.77E-28,7.20E-36,0,0,6.31E-31,3.83E-32,1.16E-06,3.17E-28,0,0,1.75E-34,7.98E-08,1.06E-31,8.30E-28,5.84E-09,2.05E-28,1.84E-09,0.495195976,1.74E-10
0.003595318,830.5348662,0.259892409,2.63E-22,1.19E-31,0,6.10E-26,0.022914468,0,0,0,0,6.15E-25,1.11E-26,3.40E-20,0.022452636,0.124814261,0.077166843,4.61E-23,1.80E-08,1.21E-27,3.25E-30,2.42E-09,0,4.73E-19,1.29E-28,1.02E-06,4.67E-23,2.11E-05,3.20E-31,3.52E-10,0,0,4.19E-27,2.72E-27,1.13E-04,7.21E-28,6.31E-36,0,0,5.48E-31,3.38E-32,1.13E-06,2.92E-28,0,0,1.56E-34,7.83E-08,9.61E-32,7.94E-28,6.03E-09,1.87E-28,1.84E-09,0.492623347,1.67E-10
0.003628763,829.0485949,0.264101756,2.35E-22,1.01E-31,0,5.41E-26,0.022887832,0,0,0,0,5.46E-25,9.95E-27,3.10E-20,0.022238226,0.12310174,0.077483587,4.13E-23,1.76E-08,1.07E-27,2.85E-30,2.40E-09,0,8.06E-22,1.12E-28,1.01E-06,4.30E-23,2.16E-05,2.76E-31,3.43E-10,0,0,3.77E-27,2.39E-27,1.12E-04,6.34E-28,5.36E-36,0,0,4.86E-31,2.86E-32,1.10E-06,2.55E-28,0,0,1.32E-34,7.69E-08,8.26E-32,7.26E-28,6.23E-09,1.66E-28,1.83E-09,0.490050727,1.60E-10
0.003662207,827.5642038,0.268309755,2.08E-22,8.46E-32,0,4.77E-26,0.022861073,0,0,0,0,4.82E-25,8.83E-27,2.82E-20,0.022024172,0.121393732,0.077796937,3.67E-23,1.72E-08,9.45E-28,2.50E-30,2.39E-09,0,1.63E-23,9.67E-29,1.01E-06,3.94E-23,2.21E-05,2.37E-31,3.34E-10,0,0,3.45E-27,2.09E-27,1.12E-04,5.55E-28,4.55E-36,0,0,4.39E-31,2.41E-32,1.06E-06,2.22E-28,0,0,1.12E-34,7.54E-08,7.08E-32,6.59E-28,6.43E-09,1.47E-28,1.83E-09,0.487478114,1.54E-10
0.003695652,826.0813776,0.272516362,1.86E-22,7.24E-32,0,4.23E-26,0.022834176,0,0,0,0,4.27E-25,7.90E-27,2.58E-20,0.021810484,0.11969037,0.078106805,3.28E-23,1.69E-08,8.36E-28,2.19E-30,2.37E-09,0,1.37E-23,8.43E-29,1.00E-06,3.63E-23,2.26E-05,2.05E-31,3.25E-10,0,0,3.12E-27,1.83E-27,1.12E-04,4.90E-28,3.87E-36,0,0,3.92E-31,2.04E-32,1.03E-06,1.95E-28,0,0,9.46E-35,7.39E-08,6.10E-32,6.02E-28,6.64E-09,1.30E-28,1.82E-09,0.48490551,1.48E-10
0.003729097,824.5997921,0.276721548,1.70E-22,6.37E-32,0,3.83E-26,0.022807137,0,0,0,0,3.83E-25,7.13E-27,2.40E-20,0.021597171,0.117991746,0.078413124,2.99E-23,1.65E-08,7.48E-28,1.97E-30,2.35E-09,0,1.25E-23,7.52E-29,9.97E-07,3.40E-23,2.31E-05,1.81E-31,3.17E-10,0,0,2.82E-27,1.65E-27,1.11E-04,4.43E-28,3.34E-36,0,0,3.49E-31,1.77E-32,1.00E-06,1.74E-28,0,0,8.22E-35,7.25E-08,5.38E-32,5.61E-28,6.84E-09,1.17E-28,1.81E-09,0.482332913,1.42E-10
0.003762542,823.1191318,0.280925266,1.57E-22,5.66E-32,0,3.47E-26,0.022779944,0,0,0,0,3.45E-25,6.47E-27,2.24E-20,0.021384245,0.116298006,0.078715795,2.73E-23,1.61E-08,6.71E-28,1.77E-30,2.34E-09,0,1.12E-23,6.75E-29,9.91E-07,3.20E-23,2.35E-05,1.60E-31,3.08E-10,0,0,2.51E-27,1.49E-27,1.11E-04,4.02E-28,2.88E-36,0,0,3.07E-31,1.53E-32,9.76E-07,1.57E-28,0,0,7.18E-35,7.11E-08,4.76E-32,5.26E-28,7.05E-09,1.05E-28,1.80E-09,0.479760324,1.36E-10
0.003795987,821.6390979,0.285127485,1.44E-22,5.03E-32,0,3.14E-26,0.022752592,0,0,0,0,3.08E-25,5.88E-27,2.09E-20,0.021171716,0.114609258,0.079014738,2.48E-23,1.57E-08,5.99E-28,1.58E-30,2.32E-09,0,9.80E-24,6.03E-29,9.85E-07,2.99E-23,2.40E-05,1.41E-31,2.99E-10,0,0,2.18E-27,1.34E-27,1.10E-04,3.64E-28,2.47E-36,0,0,2.61E-31,1.32E-32,9.47E-07,1.41E-28,0,0,6.23E-35,6.97E-08,4.19E-32,4.92E-28,7.26E-09,9.39E-29,1.79E-09,0.477187742,1.30E-10
