x,T,CH4,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,H2,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,C3H7,C3H8,CH2CHO,CH3CHO,N2,AR
0.001254181,1277.552215,2.37E-06,1.85E-08,2.90E-17,2.27E-25,1.11E-09,0.064946975,5.59E-23,2.19E-20,1.03E-28,1.02E-23,7.62E-21,5.60E-21,8.24E-14,0.024249892,0.18570772,0.052268759,3.43E-10,2.42E-08,7.41E-17,3.07E-18,3.11E-19,2.29E-36,4.32E-27,4.94E-27,2.92E-18,1.60E-26,5.90E-23,3.26E-24,2.85E-21,1.78E-32,4.53E-24,3.16E-19,1.12E-13,1.01E-05,2.06E-13,1.30E-15,4.90E-29,1.09E-23,1.26E-21,1.04E-16,6.05E-07,6.28E-16,4.98E-26,4.41E-26,4.10E-18,1.03E-07,1.23E-16,1.77E-31,1.81E-34,4.69E-26,7.49E-29,0.672813477,1.50E-10
0.001287625,1236.5937,6.14E-06,9.54E-09,4.95E-18,1.51E-26,4.10E-10,0.060281028,7.41E-24,3.33E-21,1.50E-29,2.80E-24,4.14E-21,3.03E-21,3.84E-13,0.025611099,0.191469359,0.052380477,2.27E-10,2.65E-08,4.59E-17,2.00E-18,3.48E-18,0,8.20E-26,1.66E-24,9.81E-16,4.21E-24,1.98E-20,1.36E-24,3.55E-21,5.31E-33,8.46E-25,1.10E-19,6.11E-14,1.28E-05,9.70E-14,3.78E-18,1.43E-31,1.45E-24,3.46E-22,4.68E-17,7.37E-07,4.54E-16,1.59E-26,1.02E-26,1.53E-18,1.10E-07,5.39E-17,5.96E-29,6.10E-32,4.88E-26,6.39E-29,0.670238196,1.74E-10
0.00132107,1196.173038,1.65E-05,4.73E-09,7.56E-19,8.44E-28,1.44E-10,0.055586474,8.05E-25,4.56E-22,3.34E-30,1.15E-24,1.09E-19,7.76E-20,1.02E-10,0.026973703,0.197163549,0.052580123,1.45E-10,2.89E-08,2.75E-17,1.25E-18,1.16E-15,1.40E-34,2.79E-23,5.81E-22,3.43E-13,1.47E-21,6.93E-18,2.39E-23,5.30E-19,2.93E-31,1.61E-25,3.39E-20,3.15E-14,1.64E-05,4.35E-14,1.06E-20,3.99E-34,1.61E-25,8.27E-23,1.94E-17,9.00E-07,3.19E-16,8.11E-27,2.01E-27,5.22E-19,1.18E-07,2.21E-17,2.08E-26,2.13E-29,6.76E-24,7.14E-27,0.667662202,1.44E-10
0.001354515,1156.376134,4.58E-05,2.25E-09,1.74E-20,1.65E-29,3.18E-12,0.050886729,1.42E-26,3.38E-24,4.55E-31,3.08E-25,4.87E-20,3.37E-20,1.27E-10,0.028331894,0.202783047,0.052844787,2.00E-12,3.15E-08,1.55E-17,7.44E-19,4.21E-13,4.72E-32,1.00E-20,2.12E-19,1.25E-10,3.72E-19,2.52E-15,8.24E-24,2.70E-18,8.08E-32,3.01E-26,1.18E-20,1.60E-14,2.12E-05,1.89E-14,2.83E-23,1.07E-36,2.96E-27,2.28E-23,8.01E-18,1.10E-06,2.13E-16,2.61E-27,4.03E-28,1.30E-19,1.26E-07,8.82E-18,7.60E-24,7.73E-27,2.32E-25,2.76E-26,0.665085256,3.05E-10
0.00138796,1117.497751,1.32E-04,1.03E-09,1.89E-21,2.14E-30,8.45E-13,0.046235534,1.07E-27,2.33E-25,4.51E-32,6.78E-26,2.16E-20,1.53E-20,1.58E-10,0.029670133,0.208279903,0.053146495,8.11E-13,3.43E-08,1.02E-17,8.05E-19,1.60E-10,6.38E-32,1.66E-18,2.59E-19,4.36E-10,6.85E-19,9.59E-13,3.25E-24,8.64E-16,1.48E-30,4.79E-27,3.14E-21,7.54E-15,2.74E-05,7.75E-15,7.33E-26,0,2.28E-28,4.54E-24,2.95E-18,1.35E-06,1.40E-16,6.35E-28,6.37E-29,3.86E-20,1.34E-07,3.24E-18,3.70E-23,3.16E-26,1.49E-24,1.04E-23,0.662507061,2.21E-10
0.001421405,1080.419975,3.83E-04,4.65E-10,2.24E-22,5.27E-33,2.52E-13,0.0417675,8.92E-29,2.28E-26,4.64E-33,1.55E-26,9.37E-21,6.67E-21,1.95E-10,0.030946107,0.213485426,0.053453351,3.96E-13,3.70E-08,5.60E-18,4.85E-19,2.59E-10,2.07E-29,6.57E-16,3.18E-19,1.53E-09,1.98E-18,3.81E-10,1.75E-22,3.43E-13,5.81E-28,7.61E-28,8.85E-22,3.55E-15,3.54E-05,3.13E-15,2.79E-28,0,1.96E-29,9.62E-25,1.08E-18,1.66E-06,8.93E-17,1.63E-28,1.03E-29,1.16E-20,1.43E-07,1.19E-18,1.76E-22,1.26E-25,5.52E-22,4.14E-21,0.65992738,1.86E-10
0.001454849,1047.185693,0.001047214,2.17E-10,2.88E-23,1.82E-34,7.84E-14,0.037771628,8.15E-30,2.46E-27,5.65E-34,3.97E-27,7.11E-21,2.98E-21,2.35E-10,0.03206514,0.217982203,0.053740273,1.98E-13,3.96E-08,3.12E-18,2.96E-19,4.04E-10,8.57E-27,2.73E-13,3.81E-19,5.00E-09,3.77E-18,2.12E-09,7.21E-20,1.42E-10,2.41E-25,1.31E-28,2.62E-22,1.71E-15,4.49E-05,1.31E-15,2.02E-29,0,1.84E-30,2.15E-25,4.11E-19,2.00E-06,5.73E-17,4.77E-29,1.76E-30,3.61E-21,1.51E-07,4.53E-19,7.49E-22,4.52E-25,2.29E-19,1.72E-18,0.65734643,1.26E-10
0.001488294,1020.365068,0.002438961,1.12E-10,4.85E-24,7.33E-32,2.82E-14,0.03459999,9.94E-31,3.66E-28,8.52E-35,1.22E-27,3.57E-21,1.46E-21,2.73E-10,0.032909059,0.221220002,0.054009488,1.09E-13,4.17E-08,1.88E-18,1.91E-19,5.85E-10,3.70E-24,1.18E-10,4.37E-19,1.35E-08,6.40E-18,8.96E-09,5.03E-20,2.10E-10,1.32E-25,2.77E-29,7.86E-23,8.87E-16,5.47E-05,6.20E-16,4.41E-30,0,2.38E-31,4.86E-26,1.73E-19,2.34E-06,3.89E-17,1.52E-29,3.63E-31,1.28E-21,1.58E-07,1.92E-19,2.46E-21,1.28E-24,2.00E-19,7.41E-16,0.65476528,6.88E-11
0.001521739,1000.492612,0.004632208,2.58E-13,5.25E-26,1.62E-34,2.83E-16,0.032326023,3.89E-33,8.31E-31,0,2.38E-28,1.18E-21,3.47E-23,3.02E-10,0.033451299,0.223054711,0.054284514,2.66E-16,4.31E-08,4.85E-21,5.43E-22,7.71E-10,9.00E-27,1.59E-10,4.05E-21,2.85E-08,2.64E-20,2.68E-08,1.25E-22,2.80E-10,4.10E-28,1.43E-31,4.10E-23,2.17E-18,6.33E-05,1.43E-18,1.83E-30,0,1.48E-33,2.23E-26,4.16E-22,2.61E-06,9.62E-20,3.16E-30,8.68E-34,3.57E-24,1.62E-07,4.65E-22,5.92E-21,2.72E-24,5.06E-22,3.30E-13,0.652185097,1.75E-10
0.001555184,985.9256912,0.007439341,9.97E-15,1.60E-26,4.31E-36,1.95E-16,0.030733378,1.73E-33,1.97E-32,0,1.14E-28,8.20E-22,2.17E-23,3.23E-10,0.03376329,0.223805087,0.054579197,2.60E-17,4.39E-08,7.83E-22,1.43E-22,9.43E-10,8.22E-28,1.97E-10,5.21E-21,4.94E-08,2.36E-20,6.01E-08,1.65E-23,3.44E-10,1.15E-28,3.76E-32,2.29E-23,2.16E-19,7.04E-05,6.16E-20,8.06E-31,0,4.21E-34,1.09E-26,3.09E-23,2.81E-06,1.18E-20,1.59E-30,4.08E-35,6.24E-25,1.65E-07,3.65E-23,1.11E-20,4.68E-24,9.93E-23,1.51E-10,0.649606223,5.55E-11
0.001588629,974.8500221,0.010649633,9.35E-15,8.93E-27,1.84E-33,1.79E-16,0.029585057,9.98E-34,1.50E-32,0,6.87E-29,6.65E-22,1.71E-23,3.37E-10,0.033924471,0.223838479,0.054894426,2.58E-17,4.43E-08,8.39E-22,1.60E-22,1.10E-09,7.84E-28,2.28E-10,7.72E-21,7.45E-08,4.00E-20,1.11E-07,1.81E-23,3.99E-10,1.12E-28,2.28E-32,1.56E-23,2.11E-19,7.61E-05,5.57E-20,4.77E-31,0,2.37E-34,6.88E-27,2.72E-23,2.95E-06,1.27E-20,1.06E-30,2.66E-35,5.42E-25,1.67E-07,3.25E-23,1.78E-20,6.95E-24,1.22E-22,2.10E-10,0.647028467,4.38E-11
0.001622074,966.040427,0.014120679,8.85E-15,3.70E-27,3.33E-35,1.56E-16,0.028722468,5.80E-34,1.28E-32,0,3.63E-29,4.29E-22,1.30E-23,3.46E-10,0.033988321,0.223405564,0.055226982,2.45E-17,4.45E-08,8.44E-22,1.66E-22,1.23E-09,7.11E-28,2.55E-10,9.95E-21,1.02E-07,5.78E-20,1.79E-07,1.84E-23,4.47E-10,9.93E-29,1.03E-32,8.46E-24,1.97E-19,8.09E-05,5.08E-20,2.08E-31,0,1.25E-34,3.21E-27,2.34E-23,3.06E-06,1.28E-20,4.83E-31,1.81E-35,4.44E-25,1.68E-07,2.82E-23,2.51E-20,9.23E-24,1.35E-22,2.71E-10,0.644451564,3.87E-11
0.001655518,958.7546385,0.017766085,8.96E-15,3.54E-27,1.41E-32,1.51E-16,0.028050103,4.17E-34,1.12E-32,0,3.02E-29,4.44E-22,1.20E-23,3.51E-10,0.033987197,0.222659529,0.055573176,2.54E-17,4.45E-08,9.08E-22,1.82E-22,1.35E-09,7.06E-28,2.77E-10,1.29E-20,1.32E-07,8.39E-20,2.64E-07,2.01E-23,4.88E-10,9.94E-29,9.79E-33,7.51E-24,2.02E-19,8.49E-05,5.01E-20,1.91E-31,0,9.53E-35,2.87E-27,2.22E-23,3.13E-06,1.39E-20,5.07E-31,1.44E-35,4.17E-25,1.68E-07,2.71E-23,3.31E-20,1.16E-23,1.59E-22,3.33E-10,0.641875299,3.80E-11
0.001688963,952.5394371,0.021533124,8.51E-15,2.08E-27,5.31E-35,1.37E-16,0.027509992,2.90E-34,9.81E-33,0,1.93E-29,3.34E-22,1.00E-23,3.54E-10,0.033940805,0.221694358,0.055929984,2.42E-17,4.44E-08,9.02E-22,1.85E-22,1.46E-09,6.43E-28,2.94E-10,1.52E-20,1.64E-07,1.08E-19,3.67E-07,1.99E-23,5.22E-10,9.03E-29,5.80E-33,5.27E-24,1.89E-19,8.83E-05,4.63E-20,1.13E-31,0,6.21E-35,1.86E-27,1.96E-23,3.18E-06,1.37E-20,3.05E-31,1.08E-35,3.60E-25,1.68E-07,2.42E-23,4.14E-20,1.38E-23,1.68E-22,3.94E-10,0.639299522,4.09E-11
0.001722408,947.1073936,0.025388394,8.36E-15,1.72E-27,1.17E-32,1.31E-16,0.027065575,2.79E-33,7.83E-33,0,1.51E-29,3.10E-22,9.08E-24,3.55E-10,0.033861607,0.220569838,0.056295091,2.41E-17,4.42E-08,9.23E-22,1.92E-22,1.55E-09,6.11E-28,3.08E-10,1.78E-20,1.96E-07,1.38E-19,4.84E-07,2.03E-23,5.52E-10,8.68E-29,4.73E-33,4.47E-24,1.86E-19,9.13E-05,4.45E-20,9.14E-32,0,4.74E-35,1.54E-27,1.81E-23,3.21E-06,1.40E-20,2.62E-31,8.65E-36,3.32E-25,1.67E-07,2.27E-23,4.97E-20,1.96E-23,1.82E-22,4.55E-10,0.636724127,4.70E-11
0.001755853,942.2682941,0.029309841,8.15E-15,1.35E-27,3.27E-33,1.24E-16,0.026692796,1.70E-34,7.76E-33,0,1.15E-29,2.73E-22,8.20E-24,3.54E-10,0.033757824,0.219325583,0.05666676,2.37E-17,4.40E-08,9.31E-22,1.97E-22,1.64E-09,5.73E-28,3.20E-10,2.03E-20,2.28E-07,1.69E-19,6.18E-07,2.05E-23,5.77E-10,8.16E-29,3.60E-33,3.85E-24,1.81E-19,9.39E-05,4.25E-20,7.05E-32,0,3.60E-35,1.30E-27,1.66E-23,3.22E-06,1.41E-20,2.04E-31,7.04E-36,3.01E-25,1.66E-07,2.11E-23,5.81E-20,1.84E-21,1.92E-22,5.16E-10,0.634149038,5.62E-11
0.001789298,937.8912344,0.033282307,7.85E-15,1.12E-27,4.33E-33,1.16E-16,0.026375184,5.09E-34,2.01E-32,0,9.08E-30,2.45E-22,7.44E-24,3.51E-10,0.033635096,0.217988905,0.057043654,2.29E-17,4.37E-08,9.24E-22,1.98E-22,1.72E-09,5.30E-28,3.28E-10,2.24E-20,2.61E-07,2.00E-19,7.65E-07,2.01E-23,5.99E-10,7.59E-29,2.89E-33,3.00E-24,1.73E-19,9.62E-05,4.01E-20,5.49E-32,0,2.79E-35,9.69E-28,1.51E-23,3.23E-06,1.39E-20,1.70E-31,5.71E-36,2.73E-25,1.65E-07,1.94E-23,6.64E-20,9.00E-19,1.99E-22,5.75E-10,0.631574199,6.84E-11
0.001822742,933.8829645,0.037295032,7.54E-15,8.60E-28,8.94E-33,1.09E-16,0.026101072,1.17E-36,9.60E-33,0,6.76E-30,2.06E-22,6.70E-24,3.48E-10,0.033497424,0.216579245,0.057424749,2.20E-17,4.33E-08,9.12E-22,1.98E-22,1.79E-09,4.86E-28,3.35E-10,2.43E-20,2.93E-07,2.31E-19,9.27E-07,1.96E-23,6.17E-10,6.98E-29,2.12E-33,2.56E-24,1.65E-19,9.83E-05,3.78E-20,4.09E-32,0,2.13E-35,8.05E-28,1.37E-23,3.22E-06,1.36E-20,1.25E-31,4.65E-36,2.45E-25,1.64E-07,1.79E-23,7.40E-20,4.48E-16,2.02E-22,6.32E-10,0.628999568,8.38E-11
0.001856187,930.1750482,0.041340131,7.01E-15,6.13E-28,3.07E-33,9.78E-17,0.025861942,7.36E-35,5.58E-33,0,4.85E-30,1.57E-22,5.92E-24,3.44E-10,0.033347735,0.215110885,0.057809231,2.03E-17,4.29E-08,8.63E-22,1.90E-22,1.86E-09,4.28E-28,3.40E-10,2.50E-20,3.26E-07,2.52E-19,1.10E-06,1.83E-23,6.33E-10,6.08E-29,1.39E-33,1.65E-24,1.50E-19,1.00E-04,3.44E-20,2.52E-32,0,1.57E-35,4.70E-28,1.19E-23,3.21E-06,1.27E-20,7.91E-32,3.71E-36,2.09E-25,1.63E-07,1.57E-23,8.05E-20,2.25E-13,1.96E-22,6.89E-10,0.626425114,1.02E-10
0.001889632,926.7159603,0.045411688,6.84E-15,5.48E-28,6.99E-36,9.43E-17,0.025651413,0,2.00E-35,0,3.94E-30,1.48E-22,5.47E-24,3.40E-10,0.033188227,0.213594574,0.058196448,1.99E-17,4.25E-08,8.62E-22,1.91E-22,1.92E-09,4.00E-28,3.43E-10,2.69E-20,3.58E-07,2.87E-19,1.29E-06,1.80E-23,6.46E-10,5.76E-29,1.18E-33,1.59E-24,1.46E-19,1.02E-04,3.30E-20,2.22E-32,0,1.29E-35,4.57E-28,1.10E-23,3.19E-06,1.26E-20,6.99E-32,3.11E-36,1.94E-25,1.62E-07,1.48E-23,8.73E-20,1.13E-10,2.01E-22,7.44E-10,0.623850811,1.09E-11
0.001923077,923.4660344,0.049505159,6.53E-15,4.48E-28,4.70E-34,8.80E-17,0.025464603,4.82E-35,4.53E-33,0,3.06E-30,1.25E-22,4.98E-24,3.35E-10,0.033020582,0.21203858,0.05858587,1.90E-17,4.21E-08,8.37E-22,1.88E-22,1.98E-09,3.64E-28,3.44E-10,2.80E-20,3.89E-07,3.14E-19,1.49E-06,1.73E-23,6.57E-10,5.23E-29,8.92E-34,1.29E-24,1.38E-19,1.03E-04,3.10E-20,1.65E-32,0,1.03E-35,3.56E-28,9.96E-24,3.17E-06,1.21E-20,5.26E-32,2.58E-36,1.74E-25,1.61E-07,1.36E-23,9.36E-20,1.39E-10,2.00E-22,7.97E-10,0.621276639,9.81E-12
0.001956522,920.3941511,0.05361699,6.36E-15,4.23E-28,8.26E-34,8.54E-17,0.025297698,4.14E-35,4.12E-33,0,2.71E-30,1.21E-22,4.70E-24,3.29E-10,0.032846118,0.210449386,0.05897706,1.86E-17,4.16E-08,8.32E-22,1.88E-22,2.03E-09,3.41E-28,3.45E-10,2.97E-20,4.20E-07,3.50E-19,1.70E-06,1.70E-23,6.66E-10,4.97E-29,8.12E-34,1.23E-24,1.33E-19,1.05E-04,2.98E-20,1.53E-32,0,8.88E-36,3.44E-28,9.28E-24,3.15E-06,1.19E-20,4.97E-32,2.26E-36,1.63E-25,1.59E-07,1.28E-23,1.00E-19,1.69E-10,2.03E-22,8.49E-10,0.618702583,8.98E-12
0.001989967,917.4754682,0.057744351,6.00E-15,3.36E-28,1.61E-36,7.85E-17,0.025147673,3.26E-35,3.72E-33,0,2.00E-30,9.82E-23,4.22E-24,3.23E-10,0.032665882,0.208832174,0.059369643,1.75E-17,4.11E-08,7.94E-22,1.81E-22,2.08E-09,3.04E-28,3.44E-10,3.01E-20,4.51E-07,3.71E-19,1.93E-06,1.59E-23,6.73E-10,4.41E-29,5.81E-34,9.37E-25,1.24E-19,1.06E-04,2.76E-20,1.07E-32,0,6.91E-36,2.45E-28,8.25E-24,3.11E-06,1.13E-20,3.49E-32,1.84E-36,1.44E-25,1.58E-07,1.16E-23,1.05E-19,2.01E-10,1.97E-22,9.00E-10,0.616128629,8.26E-12
0.002023411,914.6898756,0.061884958,5.73E-15,2.83E-28,0,7.35E-17,0.025012091,2.66E-35,3.38E-33,0,1.58E-30,8.36E-23,3.86E-24,3.18E-10,0.032480718,0.20719113,0.059763307,1.66E-17,4.07E-08,7.66E-22,1.76E-22,2.13E-09,2.76E-28,3.43E-10,3.05E-20,4.81E-07,3.96E-19,2.16E-06,1.51E-23,6.79E-10,4.00E-29,4.47E-34,7.71E-25,1.17E-19,1.07E-04,2.60E-20,8.16E-33,0,5.61E-36,1.94E-28,7.46E-24,3.08E-06,1.08E-20,2.65E-32,1.54E-36,1.29E-25,1.56E-07,1.06E-23,1.09E-19,2.37E-10,1.93E-22,9.49E-10,0.613554766,7.62E-12
0.002056856,912.0208677,0.066036942,5.48E-15,2.53E-28,0,6.95E-17,0.024888964,2.22E-35,3.07E-33,0,1.33E-30,7.55E-23,3.59E-24,3.11E-10,0.032291316,0.205529687,0.060157783,1.59E-17,4.02E-08,7.43E-22,1.72E-22,2.17E-09,2.51E-28,3.41E-10,3.13E-20,5.10E-07,4.20E-19,2.41E-06,1.44E-23,6.83E-10,3.66E-29,3.78E-34,6.56E-25,1.11E-19,1.08E-04,2.45E-20,6.80E-33,0,4.70E-36,1.61E-28,6.79E-24,3.05E-06,1.03E-20,2.25E-32,1.32E-36,1.17E-25,1.55E-07,9.80E-24,1.13E-19,2.77E-10,1.90E-22,9.97E-10,0.610980985,7.06E-12
0.002090301,909.454738,0.070198759,5.31E-15,2.47E-28,1.61E-35,6.77E-17,0.024776651,2.76E-35,2.79E-33,0,1.21E-30,7.59E-23,3.40E-24,3.05E-10,0.032098247,0.203850692,0.060552839,1.54E-17,3.97E-08,7.32E-22,1.70E-22,2.21E-09,2.34E-28,3.38E-10,3.23E-20,5.38E-07,4.53E-19,2.67E-06,1.39E-23,6.86E-10,3.47E-29,3.62E-34,6.30E-25,1.06E-19,1.09E-04,2.34E-20,6.62E-33,0,4.18E-36,1.56E-28,6.29E-24,3.01E-06,1.00E-20,2.28E-32,1.16E-36,1.11E-25,1.53E-07,9.21E-24,1.18E-19,3.20E-10,1.89E-22,1.04E-09,0.608407278,6.55E-12
0.002123746,906.979998,0.074369113,5.34E-15,2.63E-28,8.39E-33,6.89E-17,0.024673784,4.28E-33,9.74E-36,0,1.19E-30,8.58E-23,3.31E-24,2.99E-10,0.031901988,0.202156543,0.060948264,1.57E-17,3.92E-08,7.48E-22,1.75E-22,2.25E-09,2.27E-28,3.34E-10,3.43E-20,5.66E-07,5.02E-19,2.93E-06,1.41E-23,6.88E-10,3.47E-29,3.98E-34,7.27E-25,1.08E-19,1.10E-04,2.34E-20,7.73E-33,0,3.95E-36,1.89E-28,6.11E-24,2.97E-06,1.02E-20,2.67E-32,1.06E-36,1.10E-25,1.51E-07,9.10E-24,1.23E-19,3.66E-10,1.98E-22,1.09E-09,0.605833638,6.10E-12
0.002157191,904.5869059,0.078546912,4.95E-15,2.05E-28,3.49E-33,6.25E-17,0.02457921,2.23E-35,2.30E-33,0,8.54E-31,6.53E-23,2.95E-24,2.92E-10,0.031702941,0.200449257,0.061343878,1.44E-17,3.87E-08,6.99E-22,1.65E-22,2.28E-09,1.98E-28,3.30E-10,3.37E-20,5.93E-07,5.10E-19,3.21E-06,1.29E-23,6.88E-10,3.00E-29,2.66E-34,5.63E-25,9.77E-20,1.11E-04,2.13E-20,5.12E-33,0,3.08E-36,1.39E-28,5.33E-24,2.93E-06,9.39E-21,1.71E-32,0,9.50E-26,1.50E-07,8.06E-24,1.25E-19,4.17E-10,1.85E-22,1.13E-09,0.60326006,5.69E-12
0.002190635,902.2671465,0.082731226,4.63E-15,1.67E-28,8.69E-36,5.69E-17,0.024491952,1.15E-35,2.10E-33,0,6.56E-31,5.16E-23,2.67E-24,2.86E-10,0.031501449,0.198730569,0.061739515,1.33E-17,3.82E-08,6.56E-22,1.56E-22,2.31E-09,1.75E-28,3.25E-10,3.28E-20,6.19E-07,5.16E-19,3.50E-06,1.18E-23,6.88E-10,2.62E-29,1.91E-34,4.15E-25,8.97E-20,1.12E-04,1.96E-20,3.52E-33,0,2.46E-36,9.61E-29,4.72E-24,2.88E-06,8.70E-21,1.18E-32,0,8.26E-26,1.48E-07,7.23E-24,1.26E-19,4.71E-10,1.75E-22,1.17E-09,0.600686539,5.32E-12
0.00222408,900.0135692,0.08692126,4.47E-15,1.55E-28,1.08E-33,5.46E-17,0.024411176,1.50E-35,1.92E-33,0,5.82E-31,4.90E-23,2.50E-24,2.79E-10,0.031297803,0.197001952,0.062135033,1.29E-17,3.76E-08,6.40E-22,1.53E-22,2.34E-09,1.61E-28,3.20E-10,3.31E-20,6.44E-07,5.41E-19,3.79E-06,1.13E-23,6.87E-10,2.43E-29,1.72E-34,3.82E-25,8.59E-20,1.12E-04,1.87E-20,3.19E-33,0,2.16E-36,8.86E-29,4.36E-24,2.84E-06,8.41E-21,1.08E-32,0,7.65E-26,1.46E-07,6.78E-24,1.29E-19,5.28E-10,1.72E-22,1.21E-09,0.59811307,4.98E-12
0.002257525,897.8199669,0.091116313,4.47E-15,1.69E-28,5.34E-33,5.61E-17,0.024336157,2.68E-33,6.90E-33,0,5.97E-31,5.77E-23,2.44E-24,2.73E-10,0.03109226,0.19526473,0.062530281,1.30E-17,3.71E-08,6.49E-22,1.56E-22,2.37E-09,1.56E-28,3.15E-10,3.47E-20,6.69E-07,5.91E-19,4.10E-06,1.14E-23,6.84E-10,2.44E-29,2.02E-34,4.33E-25,8.63E-20,1.13E-04,1.86E-20,3.94E-33,0,2.09E-36,1.05E-28,4.22E-24,2.79E-06,8.49E-21,1.39E-32,0,7.68E-26,1.45E-07,6.66E-24,1.32E-19,5.90E-10,1.77E-22,1.25E-09,0.595539649,4.67E-12
0.00229097,895.6809187,0.095315801,4.12E-15,1.29E-28,1.00E-35,4.99E-17,0.024266277,1.23E-35,1.59E-33,0,4.11E-31,4.15E-23,2.16E-24,2.66E-10,0.030885036,0.193519988,0.062925159,1.19E-17,3.66E-08,6.01E-22,1.45E-22,2.40E-09,1.34E-28,3.09E-10,3.31E-20,6.93E-07,5.81E-19,4.41E-06,1.02E-23,6.82E-10,2.06E-29,1.27E-34,3.22E-25,7.78E-20,1.13E-04,1.68E-20,2.43E-33,0,1.60E-36,7.32E-29,3.66E-24,2.75E-06,7.71E-21,8.19E-33,0,6.49E-26,1.43E-07,5.87E-24,1.32E-19,6.55E-10,1.64E-22,1.29E-09,0.592966274,4.39E-12
0.002324415,893.5916745,0.099519182,3.97E-15,1.20E-28,0,4.81E-17,0.024200986,6.41E-36,1.45E-33,0,3.59E-31,3.90E-23,2.02E-24,2.59E-10,0.030676327,0.191768756,0.06331953,1.14E-17,3.61E-08,5.81E-22,1.41E-22,2.42E-09,1.23E-28,3.04E-10,3.32E-20,7.15E-07,6.03E-19,4.73E-06,9.76E-24,6.78E-10,1.92E-29,1.12E-34,3.06E-25,7.42E-20,1.14E-04,1.60E-20,2.19E-33,0,1.41E-36,6.97E-29,3.37E-24,2.70E-06,7.40E-21,7.35E-33,0,6.04E-26,1.41E-07,5.49E-24,1.32E-19,7.24E-10,1.60E-22,1.33E-09,0.59039294,4.13E-12
0.00235786,891.5480415,0.103726006,3.68E-15,9.99E-29,0,4.39E-17,0.024139813,2.66E-36,2.03E-33,0,2.81E-31,3.12E-23,1.84E-24,2.53E-10,0.030466299,0.190011881,0.063713305,1.05E-17,3.56E-08,5.42E-22,1.33E-22,2.44E-09,1.08E-28,2.98E-10,3.20E-20,7.37E-07,5.98E-19,5.06E-06,8.85E-24,6.74E-10,1.66E-29,8.20E-35,2.23E-25,6.74E-20,1.14E-04,1.46E-20,1.52E-33,0,1.14E-36,4.75E-29,2.95E-24,2.66E-06,6.76E-21,5.19E-33,0,5.24E-26,1.40E-07,4.88E-24,1.32E-19,7.97E-10,1.49E-22,1.36E-09,0.587819646,3.89E-12
0.002391304,889.5462895,0.107935856,3.61E-15,1.02E-28,5.65E-36,4.35E-17,0.024082336,1.42E-33,7.65E-36,0,2.82E-31,3.41E-23,1.76E-24,2.47E-10,0.030255104,0.188250158,0.064106374,1.03E-17,3.50E-08,5.37E-22,1.32E-22,2.46E-09,1.01E-28,2.91E-10,3.25E-20,7.59E-07,6.29E-19,5.40E-06,8.61E-24,6.69E-10,1.60E-29,9.03E-35,2.26E-25,6.59E-20,1.15E-04,1.42E-20,1.71E-33,0,1.07E-36,4.94E-29,2.79E-24,2.61E-06,6.64E-21,6.10E-33,0,5.04E-26,1.38E-07,4.68E-24,1.34E-19,8.74E-10,1.48E-22,1.39E-09,0.585246389,3.67E-12
0.002424749,887.5830999,0.112148368,3.41E-15,8.73E-29,3.04E-33,4.07E-17,0.024028183,5.94E-34,2.09E-33,0,2.16E-31,2.83E-23,1.60E-24,2.40E-10,0.030042873,0.186484285,0.064498643,9.68E-18,3.45E-08,5.08E-22,1.26E-22,2.48E-09,9.04E-29,2.85E-10,3.17E-20,7.79E-07,6.32E-19,5.74E-06,7.98E-24,6.64E-10,1.43E-29,6.67E-35,1.97E-25,6.13E-20,1.15E-04,1.33E-20,1.29E-33,0,0,4.19E-29,2.50E-24,2.56E-06,6.21E-21,4.42E-33,0,4.53E-26,1.36E-07,4.27E-24,1.33E-19,9.55E-10,1.41E-22,1.43E-09,0.582673166,3.47E-12
0.002458194,885.655496,0.116363223,3.29E-15,8.11E-29,3.04E-33,3.92E-17,0.023977028,5.96E-34,1.20E-35,0,1.87E-31,2.65E-23,1.50E-24,2.34E-10,0.029829724,0.184714867,0.064890035,9.34E-18,3.40E-08,4.93E-22,1.23E-22,2.50E-09,8.30E-29,2.79E-10,3.16E-20,7.98E-07,6.48E-19,6.09E-06,7.60E-24,6.58E-10,1.33E-29,5.89E-35,1.90E-25,5.87E-20,1.16E-04,1.26E-20,1.17E-33,0,0,4.05E-29,2.31E-24,2.51E-06,5.96E-21,3.95E-33,0,4.22E-26,1.34E-07,4.00E-24,1.33E-19,1.04E-09,1.37E-22,1.46E-09,0.580099976,3.28E-12
